Rank,Artist,Album,Date,Genres,RYM Rating,Ratings,RYM Ratings,Reviews
14,The Miles Davis Quintet,Cookin' With the Miles Davis Quintet,Jul-57,Hard Bop,3.76,2905,,34
15,Duke Ellington and His Orchestra,Such Sweet Thunder,1957,Big Band,3.79,784,,17
16,Columbia Symphony Orchestra / Leonard Bernstein / Glenn Gould,"Concerto No. 2 in B Flat Major for Piano and Orchestra, Op. 19 / Concerto No. 1 in D Minor for Piano and Orchestra",14-Oct-57,"Baroque Music, Classical Period, Concerto",3.95,44,,1
17,Glenn Gould,Partita No. 5 in G major; Partita No. 6 in E minor,30-Dec-57,Baroque Music,3.88,74,,1
18,Various Artists,West Side Story [Original Broadway Cast],1957,Show Tunes,3.77,254,,7
19, The Vienna Philharmonic Orchestra / Bruno Walter / Kathleen Ferrier / Julius Patzak,Das Lied von der Erde (The Song of the Earth) and Three Rückert Songs,Sep-57,"Romanticism, Lieder",3.79,114,,3
20,Cliff Jordan and John GilmoreClifford JordanJohn Gilmore,Blowing In From Chicago,Jul-57,Hard Bop,3.77,344,,4
21,Art Pepper,Art Pepper Meets the Rhythm Section,1957,Cool Jazz,3.75,809,,12
22,Johnny Griffin,Introducing Johnny Griffin,Jan-57,Hard Bop,3.79,205,,4
23,Horace Silver Quintet,6 Pieces of Silver,Jan-57,Hard Bop,3.77,323,,7
24,Lee Morgan,"Lee Morgan, Vol. 3",Oct-57,"Hard Bop, Jazz",3.8,166,,2
25,Coleman Hawkins,The Hawk Flies High,Jul-57,Hard Bop,3.75,499,,8
26,Count Basie and His OrchestraCount BasieCount Basie Orchestra,April in Paris,Feb-57,"Big Band, Swing",3.74,498,,16
27,Caymmi,E o mar,1957,"Singer/Songwriter, Samba-canção",3.8,NA,NA,NA
28,Johnny Cash,Johnny Cash With His Hot and Blue Guitar!,14-Oct-57,"Country, Rockabilly",3.7,2498,,33
29,Frank Sinatra,A Swingin' Affair!,6-May-57,"Standards, Vocal Jazz",3.71,668,,13
30,Sonny Rollins,Way Out West,1957,Hard Bop,3.72,1035,,23
31,Max Roach + 4,Max Roach + 4,1957,Hard Bop,3.78,132,,6
32,Art Pepper,The Art of Pepper,1957,"Cool Jazz, Bebop",3.85,58,,1
33,Nat 'King' Cole and His Trio,After Midnight,Jan-57,Vocal Jazz,3.72,431,,11
34,Charlie Parker,The Genius of Charlie Parker #8: Swedish Schnapps,1957,Jazz,4.2,19,,1
35,Art Pepper Quartet,Modern Art,1957,"Cool Jazz, Hard Bop",3.78,112,,4
36,Sonny Rollins,Sonny Rollins,Mar-57,Hard Bop,3.74,299,,7
37,"Nat ""King"" Cole",Love Is the Thing,Mar-57,"Traditional Pop, Vocal Jazz",3.73,263,,8
38,Sonny Rollins,Rollins Plays for Bird,Jul-57,Hard Bop,3.76,171,,4
39,Frank Sinatra with Gordon Jenkins and His OrchestraFrank SinatraGordon Jenkins,Where Are You?,2-Sep-57,"Standards, Traditional Pop",3.69,497,,19
40,Paul Chambers Quartet‎,Bass on Top,Oct-57,Hard Bop,3.72,332,,8
41,Curtis Counce,The Curtis Counce Group,1957,"Bebop, Jazz, Cool Jazz",3.87,NA,NA,NA
42,Hank Mobley Quintet,Hank Mobley Quintet,Aug-57,Hard Bop,3.76,133,,2
43,Georges Brassens,N° 5 (Oncle Archibald),Sep-57,Chanson à texte,3.77,110,,2
44,Los Angeles Philharmonic Orchestra / Women's Voices of the Roger Wagner Chorale / Leopold StokowskiLos Angeles PhilharmonicThe Roger Wagner ChoraleLeopold Stokowski,The Planets,1957,"Modern Classical, Orchestral",3.89,32,,3
45,Lester Flatt and Earl Scruggs,Foggy Mountain Jamboree,7-Oct-57,Bluegrass,3.7,332,,5
46,Johnny Griffin,A Blowin' Session,Oct-57,Hard Bop,3.7,368,,10
47,Gene Vincent,Gene Vincent and The Blue Caps,4-Mar-57,"Rockabilly, Rock & Roll",3.68,489,,12
48,Odetta,At the Gate of Horn,Oct-57,"Contemporary Folk, Gospel, American Folk Music",3.71,174,,1
49,Chico Hamilton,Sweet Smell of Success,1957,Jazz,4.16,17,,1
50,Helen Merrill,Merrill at Midnight,1957,Vocal Jazz,3.93,NA,NA,NA
51,Thad Jones,The Magnificent Thad Jones,Jan-57,Hard Bop,3.72,172,,3
52,Dinah Washington,"The Swingin' Miss ""D""",1957,Vocal Jazz,3.76,76,,3
53,The Art Pepper Quartet,The Art Pepper Quartet,1957,"Cool Jazz, Bebop",3.98,NA,NA,NA
54,J.R. Monterose,J.R. Monterose,Feb-57,Hard Bop,3.74,114,,4
55,Astor Piazzolla,Tango moderno: Octeto Buenos Aires,1957,Tango Nuevo,3.72,108,,5
56,Lee Morgan,Lee Morgan Indeed!,Feb-57,Hard Bop,3.71,156,,2
57,Milt Jackson,"Plenty, Plenty Soul",1957,Jazz,3.78,65,,2
58,Julie London,About the Blues,Jun-57,Vocal Jazz,3.71,136,,2
59,Anita O'Day,Pick Yourself Up With Anita O'Day,Feb-57,Vocal Jazz,3.7,105,,3
60,Chuck Berry,After School Session,May-57,"Rock & Roll, Rhythm & Blues",3.64,1062,,25
61,The Modern Jazz Quartet,One Never Knows: No Sun in Venice [original film score],1957,"Jazz, Cool Jazz",3.77,67,,1
62,Herb Ellis,Nothing but the Blues,1957,Cool Jazz,3.75,NA,NA,NA
63,The Crickets,"The ""Chirping"" Crickets",27-Nov-57,"Rockabilly, Rock & Roll",3.61,2383,,50
64,Miles Davis + 19,Miles Ahead,21-Oct-57,Cool Jazz,3.62,2477,,43
65,Barney Wilen,Tilt,1957,Hard Bop,3.84,NA,NA,NA
66,Jimmy Giuffre,The Jimmy Giuffre 3,May-57,Cool Jazz,3.68,181,,1
67,Barney Kessel with Shelly Manne and Ray BrownBarney KesselShelly ManneRay Brown,The Poll Winners,1957,Hard Bop,3.66,183,,2
68,Cliff Jordan,Cliff Jordan,Dec-57,Hard Bop,3.78,NA,NA,NA
69,Dizzy Gillespie,Dizzy in Greece,1957,"Jazz, Big Band",3.83,42,,1
70,Thelonious Monk,Thelonious Himself,Oct-57,Hard Bop,3.65,504,,12
71,The Red Garland Trio,Red Garland's Piano,Jun-57,Hard Bop,3.69,167,,3
72,Harry Edison and His Orchestra,Sweets,Feb-57,"Jazz, Hard Bop",3.77,54,,4
73,Clark Terry Quintet,Serenade to a Bus Seat,Oct-57,Hard Bop,3.75,65,,1
74,"Nat ""King"" Cole",Just One of Those Things,Nov-57,"Vocal Jazz, Standards, Swing",3.71,82,,4
75,Volta Sêca com conjunto e côro,Cantigas de Lampeão,1957,Baião,3.86,NA,NA,NA
76,Paul Desmond & Gerry Mulligan,Gerry Mulligan - Paul Desmond Quartet,Dec-57,Cool Jazz,3.69,112,,3
77,Sachin Dev Burman,Pyaasa,22-Feb-57,Filmi,4.12,15,,1
78,Kenny Dorham,Jazz Contrasts,Oct-57,Hard Bop,3.69,113,,2
79,Louis Jordan,Somebody Up There Digs Me,1957,"Rhythm & Blues, Jump Blues",3.71,65,,2
80,Dorival Caymmi,Eu vou p'ra Maracangalha,1957,"Samba de roda, Singer/Songwriter",3.7,NA,NA,NA
81,Ray Price,Ray Price Sings Heart Songs,15-Jul-57,Honky Tonk,3.76,43,,2
82,Red Garland Trio,Groovy,Dec-57,"Hard Bop, Jazz",3.67,134,,3
83,Art Blakey and the Jazz Messengers,Drum Suite,Jun-57,"Hard Bop, Afro-Cuban Jazz",3.64,287,,6
84,Philharmonia Orchestra / Otto Klemperer,"Symphony no. 9 ""Choral""; Incidental Music to ""Egmont""",1957,Orchestral,3.88,NA,NA,NA
85,Thelonious Monk and Gerry MulliganThelonious MonkGerry Mulligan,Mulligan Meets Monk,Oct-57,"Cool Jazz, Post-Bop",3.63,330,,4
86,Shelly Manne & His Men,More Swinging Sounds,1957,"Jazz, Bebop",3.85,30,,1
87,Anita O'Day,Anita Sings the Most,1957,"Vocal Jazz, Standards",3.62,293,,8
88,Orchestra National de la Radiodiffusion Française / Heitor Villa-Lobos / Victoria de los ÁngelesOrchestre national de FranceHeitor Villa-LobosVictoria de los Ángeles,"Bachianas brasileiras Nos. 2, 5, 6, & 9",1957,"Brazilian Classical Music, Neoclassicism, Modern Classical",3.64,NA,NA,NA
89,Sonny Rollins,The Sound of Sonny,Nov-57,Hard Bop,3.66,172,,2
90,Tito Puente and His Orchestra,Night Beat,1957,"Big Band, Mambo",3.79,40,,1
91,Hank Mobley Quintet,Mobley's 2nd Message,May-57,Hard Bop,3.82,39,,1
92,Big Bill Broonzy,Big Bill Blues,1957,Blues,4.01,NA,NA,NA
93,The Louvin Brothers,The Louvin Brothers,1957,"Close Harmony, Country Gospel",3.85,28,,1
94,Carl Perkins,Dance Album of Carl Perkins,1957,Rockabilly,3.6,424,,16
95,George Shearing,The Shearing Piano,1957,"Standards, Third Stream",3.85,29,,1
96,Ray Bryant Trio,"Ray Bryant Trio: Piano, Piano, Piano, Piano",Jul-57,Jazz,3.67,NA,NA,NA
97,Various Artists,Funny Face,1957,Show Tunes,3.89,NA,NA,NA
98,Blossom Dearie,Blossom Dearie,Apr-57,"Vocal Jazz, Standards",3.59,433,,8
99,Cannonball Adderley,Sophisticated Swing,1957,"Hard Bop, Bebop",3.66,114,,3
100,Mel Tormé,Mel Tormé Sings Fred Astaire,Jan-57,Vocal Jazz,3.75,45,,3
101,Curtis Fuller,The Opener,Oct-57,Hard Bop,3.64,138,,2
102,The Sonny Stitt Quartet,Personal Appearance,1957,Bebop,3.72,52,,3
103,Ella Fitzgerald,Like Someone in Love,1957,"Standards, Vocal Jazz",3.64,116,,7
104,Philharmonia Orchestra / Herbert von Karajan / Dennis Brain,Horn Concertos,1957,"Concerto, Classical Period",3.69,61,,1
105,Cachao y su Ritmo Caliente,"Cuban Jam Sessions in Miniature ""Descargas""",1957,Descarga,3.65,95,,1
106,Kenny Drew Quintet / Quartet,This Is New,1957,"Jazz, Hard Bop",3.89,NA,NA,NA
107,Yusef Lateef,Jazz Mood,Sep-57,Hard Bop,3.63,161,,8
108,The Prestige All Stars,All Night Long,Mar-57,"Hard Bop, Jazz",3.68,76,,1
109,Herbie Mann / Bobby JasparHerbie MannBobby Jaspar,Flute Soufflé,Dec-57,Jazz,3.72,NA,NA,NA
110,Ella Fitzgerald with Duke Ellington and His Orchestra,"Ella Fitzgerald Sings the Duke Ellington Songbook, Volume Two",1957,"Vocal Jazz, Big Band, Standards",3.86,24,,1
111,Illinois Jacquet,Swing's the Thing,Feb-57,"Swing, Jazz",3.92,26,,1
112,Ruth Brown,Rock & Roll,1957,"Rhythm & Blues, Jump Blues",3.66,81,,1
113,The Everly Brothers,The Everly Brothers (They're Off and Rolling),Dec-57,"Close Harmony, Pop",3.56,339,,6
114,Gene Ammons,Jammin' in Hi Fi With Gene Ammons,Nov-57,Hard Bop,3.77,32,,1
115,Sun Ra and His Arkestra,Super-Sonic Jazz,Mar-57,Post-Bop,3.57,837,,19
116,Orquestra Afro-Brasileira,Obaluayê!,1957,"Afoxé, Batucada, Candomblé Music",3.62,129,,1
117,Quincy Jones,This Is How I Feel About Jazz,Feb-57,"Cool Jazz, Big Band, Jazz",3.64,91,,1
118,Frank Churchill & Edward H. Plumb,Bambi,Mar-57,Film Score,3.78,31,,1
119,Robert Craft,The Complete Music,1957,"Modern Classical, Serialism",3.76,35,,1
120,Cecil Taylor Quartet,Jazz Advance,1957,"Avant-Garde Jazz, Post-Bop",3.55,601,,17
1,John Coltrane,Blue Train,Jan-58,Hard Bop,4.02,11514,,139
2,New York Philharmonic / Leonard Bernstein,Le sacre du printemps,1958,"Modern Classical, Orchestral",4.01,2480,,23
3,Cannonball Adderley,Somethin' Else,Aug-58,Hard Bop,3.95,5339,,112
4,Royal Philharmonic Orchestra / Beecham Choral Society / Thomas Beecham,Peer Gynt,1958,Romanticism,4.02,133,,3
5,Bernard Herrmann,Vertigo,Jul-58,"Film Score, Cinematic Classical, Orchestral",3.9,946,,12
6,RCA Victor Symphony Orchestra / Kirill Kondrashin / Van CliburnRCA Victor Symphony OrchestraКирилл Кондрашин [Kirill Kondrashin]Van Cliburn,Concerto No. 1,1958,"Romanticism, Concerto",3.89,309,,3
7,Miles Davis,Ascenseur pour l'échafaud,1958,"Film Score, Cool Jazz",3.84,4102,,56
8,Miles Davis,Milestones,2-Sep-58,Hard Bop,3.84,4248,,61
9,Sonny Clark,Cool Struttin',Jul-58,Hard Bop,3.84,1629,,31
10,Little Richard,Little Richard,Jul-58,"Rock & Roll, Rhythm & Blues",3.84,928,,17
11,Frank Sinatra,Frank Sinatra Sings for Only the Lonely,8-Sep-58,"Standards, Vocal Jazz",3.8,1839,,42
12,Billie Holiday,Songs for Distingué Lovers,1958,"Vocal Jazz, Standards",3.83,729,,13
13,Lee Morgan,The Cooker,Feb-58,Hard Bop,3.83,814,,11
14,Orchestre de la Suisse romande / Ernest Ansermet,"Symphony No. 5 in C Minor, Op. 67",May-58,"Symphony, Classical Period",4.3,18,,1
15,Ella Fitzgerald,Ella Fitzgerald Sings the Irving Berlin Song Book,1958,"Vocal Jazz, Standards, Big Band",3.84,353,,9
16,London Symphony Orchestra / Josef Krips,Great C Major Symphony,1958,"Romanticism, Symphony",4.02,NA,NA,NA
17,Chicago Symphony Orchestra / Fritz Reiner,New World Symphony,1958,"Romanticism, Symphony",3.82,125,,1
18,Dietrich Fischer-Dieskau / Gerald Moore,Winterreise,1958,"Romanticism, Lieder",3.93,NA,NA,NA
19,"Stan Getz, Dizzy Gillespie & Sonny Stitt",For Musicians Only,1958,Bebop,3.81,758,,14
20,Elizabeth Cotten,Folksongs and Instrumentals With Guitar,1958,"Piedmont Blues, American Folk Music",3.79,1329,,18
21,Chicago Symphony Orchestra / Fritz Reiner,Pictures at an Exhibition,1958,"Romanticism, Orchestral",3.92,NA,NA,NA
22,Sonny Clark Trio,Sonny Clark Trio,May-58,Hard Bop,3.8,410,,4
23,Ravi Shankar,India's Master Musician,1958,Hindustani Classical Music,3.79,590,,5
24,The Amazing Bud Powell,"Time Waits: The Amazing Bud Powell, Vol. 4",Nov-58,Hard Bop,3.82,237,,7
25,Billie Holiday & Ray Ellis and His OrchestraBillie HolidayRay Ellis,Lady in Satin,Jun-58,Vocal Jazz,3.74,2551,,67
26,Erroll Garner,Soliloquy,1958,Jazz,4,NA,NA,NA
27,Louis Smith,Here Comes Louis Smith,Apr-58,Hard Bop,3.85,101,,4
28,Manolo Caracol,Una historia del cante flamenco,1958,Flamenco,3.95,NA,NA,NA
29,Columbia Symphony Orchestra / Vladimir Golschmann / Glenn Gould,"Concerto No. 1 in C Major for Piano and Orchestra, Op. 15 / Concerto No. 5 in F Minor for Piano and Orchestra",6-Oct-58,"Baroque Music, Concerto, Classical Period",3.87,43,,2
30,Elisabeth Schwarzkopf,Elisabeth Schwarzkopf Sings Operetta,1958,Operetta,4.16,17,,1
31,Miles Davis Quintet,Relaxin' With the Miles Davis Quintet,Mar-58,Hard Bop,3.73,2749,,30
32,Dizzy Gillespie With Sonny Rollins and Sonny StittDizzy GillespieSonny RollinsSonny Stitt,Duets,Mar-58,Bebop,3.8,149,,3
33,Benny Carter,Jazz Giant,1958,Jazz,3.84,87,,1
34,The Art Tatum-Ben Webster QuartetArt TatumBen Webster,The Art Tatum - Ben Webster Quartet,1958,"Cool Jazz, Stride",3.76,512,,7
35,Art Blakey's Jazz Messengers,A Night in Tunisia,Feb-58,Hard Bop,3.77,362,,3
36,Buddy Holly,Buddy Holly,20-Feb-58,"Rockabilly, Rock & Roll",3.71,2013,,30
37,"Hampton Hawes With Barney Kessel, Shelly Manne & Red MitchellHampton HawesBarney KesselShelly ManneRed Mitchell",Four!,1958,Hard Bop,3.82,97,,2
38,Little Willie John,Fever,May-58,Rhythm & Blues,3.86,56,,3
39,London Symphony Orchestra / Kenneth Alwyn,1812 Overture; Capriccio italien; Marche slave,1958,"Romanticism, Orchestral",4.23,15,,1
40,Milt Jackson / Percy Heath / Barney Wilen / Kenny Clarke,Jazz sur Seine,1958,Jazz,3.84,67,,2
41,Sonny Clark,Sonny's Crib,Mar-58,Hard Bop,3.76,234,,4
42,Henry Mancini,Touch of Evil,1958,"Film Score, Jazz Pop, Lounge",3.76,162,,2
43,Royal Philharmonic Orchestra / Thomas Beecham,Scheherazade,1958,"Romanticism, Tone Poem",3.94,32,,1
44,The Ben Webster Quintet,Soulville,1958,Cool Jazz,3.71,626,,6
45,Johnny Griffin,The Congregation,Mar-58,Hard Bop,3.76,197,,5
46,Berliner Philharmoniker / Der Chor der St. Hedwigs-Kathedrale Berlin / Rudolf Kempe / Karl Forster / Elisabeth Grümmer / Marga Höffgen / Helmut Krebs / Gottlob Frick,Requiem,1958,"Classical Period, Choral",4.14,NA,NA,NA
47,Hank Mobley,Hank Mobley,Jun-58,Hard Bop,3.79,106,,2
48,Helen Merrill,The Nearness of You,1958,"Vocal Jazz, Standards",3.82,NA,NA,NA
49,Duke Ellington and His Orchestra,Newport 1958,Nov-58,"Big Band, Jazz",3.88,44,,1
50,The Philadelphia Orchestra / Eugene Ormandy,Grand Canyon Suite,1958,"Orchestral, Modern Classical, Tone Poem",4.19,NA,NA,NA
51,Count Basie and His Orchestra + Neal Hefti ArrangementsCount BasieCount Basie OrchestraNeal Hefti,Basie,Jan-58,"Big Band, Swing",3.69,1602,,36
52,Stan Getz & Gerry Mulligan,Getz Meets Mulligan in Hi-Fi,1958,"Cool Jazz, Bebop",3.74,184,,3
53,Hampton Hawes Quartet,All Night Session! Vol. 1,1958,Hard Bop,3.97,NA,NA,NA
54,Duke Ellington and His Orchestra,Ellington Indigos,1958,Big Band,3.74,238,,9
55,Woody Herman & Tito Puente,Herman's Heat & Puente's Beat,1958,"Big Band, Latin Jazz",4.15,NA,NA,NA
56,Art Farmer,Modern Art,Nov-58,"Cool Jazz, Bebop",3.73,228,,3
57,Duke Ellington's Spacemen,The Cosmic Scene,1958,Swing,3.77,107,,1
58,Various Artists,The Sound of Jazz,1958,"Jazz, Vocal Jazz",3.88,40,,2
59,Louis Armstrong,Louis and The Good Book,1958,"Vocal Jazz, Gospel, Traditional Black Gospel",3.7,233,,7
60,Art Blakey's Jazz Messengers With Thelonious Monk,Art Blakey's Jazz Messengers With Thelonious Monk,May-58,Hard Bop,3.7,677,,14
61,"Nat ""King"" Cole & Gordon Jenkins and His OrchestraNat ""King"" ColeGordon Jenkins",The Very Thought of You,Nov-58,"Vocal Jazz, Standards",3.73,117,,3
62,Anne Phillips,Born to Be Blue,1958,"Vocal Jazz, Swing",3.82,50,,1
63,LaVern Baker,LaVern Baker Sings Bessie Smith,Mar-58,"Rhythm & Blues, Vocal Jazz",3.72,129,,6
64,Sonny Terry & Brownie McGhee,Brownie McGhee and Sonny Terry Sing,1958,Piedmont Blues,3.78,70,,2
65,Various Artists,The Music Man,Jan-58,Show Tunes,3.79,54,,3
66,The Jimmy Giuffre 3,Trav'lin' Light,1958,Chamber Jazz,3.8,66,,2
67,Horace Silver Quintet,Further Explorations by the Horace Silver Quintet,May-58,Hard Bop,3.74,142,,2
68,Gene Ammons,Blue Gene,1958,"Jazz, Blues",3.74,99,,3
69,Art Farmer,Portrait of Art Farmer,1958,"Hard Bop, Cool Jazz",3.8,68,,1
70,Stan Getz and The Oscar Peterson TrioStan GetzOscar Peterson,Stan Getz and the Oscar Peterson Trio,1958,"Cool Jazz, Bebop",3.71,205,,5
71,Georges Brassens,Georges Brassens Volume 6,Nov-58,Chanson à texte,3.75,109,,3
72,Lou Donaldson,Lou Takes Off,Jul-58,Hard Bop,3.75,98,,3
73,Julie London,"Julie Is Her Name, Volume II",Oct-58,"Vocal Jazz, Standards",3.71,128,,2
74,The Red Garland Quintet,All Mornin' Long,Mar-58,Hard Bop,3.71,212,,6
75,Jack Costanzo,Latin Fever,1958,"Afro-Cuban Jazz, Latin Jazz",3.8,NA,NA,NA
76,Mary O'Hara,Songs of Ireland,1958,Irish Folk Music,3.67,636,,6
77,Jimmy Reed,I'm Jimmy Reed,Aug-58,"Rhythm & Blues, Electric Blues, Chicago Blues",3.69,223,,4
78,Julian Adderley Quintet,Portrait of Cannonball,1958,Hard Bop,3.72,123,,2
79,Julie London,Julie,May-58,"Vocal Jazz, Traditional Pop",3.72,86,,1
80,King Pleasure / Annie Ross,King Pleasure Sings / Annie Ross Sings,1958,"Vocal Jazz, Swing",3.81,42,,2
81,Barney Wilen,Un témoin dans la ville ,1958,"Jazz, Film Score",3.83,NA,NA,NA
82,Max Roach,"Deeds, Not Words",Nov-58,Hard Bop,3.69,209,,5
83,Duke Ellington and His Orchestra Featuring Mahalia JacksonDuke EllingtonMahalia Jackson,"Black, Brown and Beige",Dec-58,Big Band,3.67,373,,5
84,Kenny Burrell,"Blue Lights, Volume 1",Oct-58,Hard Bop,3.74,85,,3
85,Chris Connor,A Jazz Date With Chris Connor,1958,"Vocal Jazz, Swing",3.85,30,,2
86,Johnny Hodges,Blues-A-Plenty,1958,Jazz,3.82,34,,3
87,Gil Evans,New Bottle Old Wine,1958,"Big Band, Cool Jazz",3.71,112,,1
88,Paul Chambers Quintet,Paul Chambers Quintet,Apr-58,Hard Bop,3.7,120,,2
89,Blossom Dearie,Once Upon a Summertime,1958,"Vocal Jazz, Standards, Cool Jazz",3.64,252,,7
90,Kenny Drew Trio,Pal Joey: Jazz Impressions of the Rodgers and Hart Stage and Screen Classic,Oct-58,"Hard Bop, Jazz",3.8,NA,NA,NA
91,Harry Edison,"Gee Baby, Ain't I Good to You",1958,Jazz,4.02,16,,1
92,Sonny Rollins,Freedom Suite,Jun-58,Hard Bop,3.64,366,,6
93,Lee Morgan,City Lights,Jun-58,Hard Bop,3.67,213,,5
94,The Sonny Stitt Quartet,New York Jazz,1958,Hard Bop,3.9,NA,NA,NA
95,Jimmy Witherspoon,Goin' to Kansas City Blues,1958,"Jazz, Vocal Jazz, Rhythm & Blues",4.01,18,,1
96,Frank Sinatra,Come Fly With Me,6-Jan-58,"Vocal Jazz, Standards, Traditional Pop",3.62,851,,22
97,Marty Paich,Marty Paich Quartet Featuring Art Pepper,1958,Jazz,3.95,NA,NA,NA
98,Lee Morgan,Candy,Nov-58,Hard Bop,3.65,230,,5
99,Harold Land,Harold in the Land of Jazz,1958,Hard Bop,3.75,55,,2
100,Cal Tjader - Stan Getz SextetCal TjaderStan Getz,Cal Tjader - Stan Getz Sextet,1958,Cool Jazz,3.64,185,,3
101,Ornette Coleman,Something Else! The Music of Ornette Coleman,Nov-58,Hard Bop,3.61,1003,,19
102,Dinah Washington,Dinah Washington Sings Fats Waller,1958,Vocal Jazz,3.79,37,,2
103,Chicago Symphony Orchestra / Fritz Reiner,Mysterious Mountain / Divertimento From the Fairy's Kiss,1958,Modern Classical,3.91,NA,NA,NA
104,Orchestra del Teatro alla Scala / Coro del Teatro alla Scala / Tullio Serafin / Maria Callas / Elisabeth Schwarzkopf / Eugenio Fernandi / Nicola Zaccaria,Turandot,1958,"Opera, Romanticism",3.81,26,,1
105,Clark Terry With Thelonious MonkClark TerryThelonious Monk,In Orbit,1958,Hard Bop,3.66,162,,1
106,Chet Baker,In New York,1958,"Hard Bop, Cool Jazz",3.64,207,,7
107,The Dave Brubeck Quartet,Jazz Impressions of Eurasia,1958,"Cool Jazz, Jazz",3.64,182,,5
108,London Symphony Orchestra / Woody Herman / Eugene Goossens,Ebony Concerto; Symphony in Three Movements,1958,"Modern Classical, Orchestral",3.93,NA,NA,NA
109,Chet Baker,It Could Happen to You,Oct-58,"Vocal Jazz, Cool Jazz",3.62,355,,6
110,"Dizzy Gillespie, Stan Getz, Coleman Hawkins and Paul GonsalvesDizzy GillespieStan GetzColeman HawkinsPaul Gonsalves",Sittin' In,Jan-58,Bebop,3.74,NA,NA,NA
111,Jerome Moross,The Big Country,Aug-58,"Film Score, Film Soundtrack, Orchestral",3.88,NA,NA,NA
112,Pérez Prado,Prez,1958,Mambo,3.68,74,,2
113,Laurindo Almeida / Martin Ruderman / Salli Terri,Duets With the Spanish Guitar,1958,Brazilian Classical Music,3.74,42,,1
114,Jesse Fuller,"Jazz, Folk Songs, Spirituals & Blues",1958,"Country Blues, Contemporary Folk",3.84,30,,2
115,John Coltrane,Soultrane,Oct-58,Hard Bop,3.57,1913,,23
116,Cliff Jordan,Cliff Craft,Mar-58,Hard Bop,3.72,48,,1
117,Jackson do Pandeiro,Forró do Jackson,1958,"Forró, Coco, Baião",3.74,NA,NA,NA
118,Minneapolis Symphony Orchestra / Antal DorátiMinnesota OrchestraAntal Doráti,"1812: Festival Overture, Op. 49 (Original Scoring); Capriccio italien",1958,"Romanticism, Orchestral",3.64,65,,3
119,June Christy,June's Got Rhythm,1958,"Vocal Jazz, Standards, Traditional Pop",3.75,35,,1
120,B.B. King,The Blues,1958,"Electric Blues, Soul Blues",3.6,231,,3
1,Miles Davis,Kind of Blue,17-Aug-59,"Modal Jazz, Cool Jazz",4.24,28887,,538
2,Charles Mingus,Mingus Ah Um,14-Sep-59,Post-Bop,4.09,11644,,168
3,Art Blakey and The Jazz Messengers,Art Blakey and The Jazz Messengers [Moanin'],Jan-59,Hard Bop,4.05,6777,,98
4,Ornette Coleman,The Shape of Jazz to Come,Nov-59,Avant-Garde Jazz,3.98,8994,,102
5,The Dave Brubeck Quartet,Time Out,14-Dec-59,Cool Jazz,3.94,9461,,167
6,Columbia Symphony Orchestra / New York Philharmonic / Leonard Bernstein,Rhapsody in Blue; An American in Paris,1959,Modern Classical,3.91,891,,16
7, Vienna Philharmonic / Georg Solti / George London / Kirsten Flagstad / Set Svanholm / Gustav Neidlinger,Das Rheingold,Aug-59,"Romanticism, Opera",3.92,244,,4
8,Berliner Philharmoniker / Ferenc Fricsay,IX. Sinfonie; Egmont-Ouverture; Leonore III,1959,"Symphony, Romanticism",3.9,230,,8
9,Münchener Bach-Orchester / Münchener Bach-Chor / Karl Richter,Passio secundum Matthaeum,Aug-59,"Baroque Music, Oratorio, Christian Liturgical Music",3.9,239,,3
10,Berlin Philharmonic Orchestra / Herbert von KarajanBerliner PhilharmonikerHerbert von Karajan,New World Symphony / The Moldau,Aug-59,"Romanticism, Symphony",3.9,308,,2
11,Nina Simone,Little Girl Blue,Feb-59,Vocal Jazz,3.87,2558,,40
